age,monthly_income,monthly_savings,savings_rate,horizon_years,risk_appetite_encoded,existing_investments,dependents,income_stability,risk_category
22,447274,62450,0.14,16,1,647054,4,1,3
23,389162,44440,0.114,15,1,948643,2,1,4
20,202241,77209,0.382,15,0,298421,1,0,1
47,221744,76121,0.343,18,2,109777,2,0,3
45,433602,185853,0.429,1,2,329514,1,1,3
53,150263,7353,0.049,23,0,532491,2,0,0
30,371105,39723,0.107,29,2,954337,3,0,3
18,176248,40097,0.228,11,2,114177,2,1,4
33,78990,20229,0.256,29,2,221070,0,0,4
60,263481,62210,0.236,12,1,243769,0,0,1
44,296243,107341,0.362,19,2,843595,2,0,3
62,458083,114478,0.25,21,1,865167,2,1,2
44,144128,81427,0.565,25,0,295434,4,0,0
55,31801,12326,0.388,22,1,245907,4,1,1
25,377508,79667,0.211,4,1,573042,3,1,2
56,160487,53846,0.336,21,2,531760,2,1,3
58,67083,7017,0.105,29,0,836941,3,1,0
55,326167,171308,0.525,28,0,790668,3,0,0
32,121349,64347,0.53,22,1,798083,4,1,3
49,461338,149661,0.324,25,2,871990,0,1,4
50,226217,92009,0.407,19,1,744770,4,1,1
58,263414,69430,0.264,6,1,486080,2,1,1
34,73662,6874,0.093,30,1,704347,0,0,3
58,166874,86658,0.519,8,2,480405,5,1,2
19,194943,52165,0.268,19,1,553109,5,0,2
18,422860,142525,0.337,2,1,898477,0,1,1
58,323272,92498,0.286,4,2,384596,3,1,1
44,166362,8667,0.052,29,1,868894,2,0,2
38,403503,79674,0.197,16,1,394414,3,1,2
65,346180,90223,0.261,16,0,861376,3,1,0
49,94229,48831,0.518,5,2,696731,1,0,3
25,202371,41636,0.206,13,2,309272,5,1,3
51,143405,19876,0.139,16,0,18262,1,1,0
21,436267,164457,0.377,4,1,499597,2,1,3
30,64561,22058,0.342,23,1,33779,1,1,3
37,269369,105477,0.392,25,2,783843,0,1,4
47,172157,33787,0.196,29,2,50615,2,1,4
25,229962,124123,0.54,9,2,17945,3,0,3
46,423150,181602,0.429,17,2,982599,3,1,4
36,201214,72656,0.361,10,0,117129,5,0,0
22,54902,25838,0.471,23,0,35571,0,1,3
29,195010,62203,0.319,14,1,72649,1,1,3
28,297755,9490,0.032,22,0,453850,1,1,2
65,165639,93421,0.564,30,2,778162,4,1,3
19,463276,21833,0.047,25,2,387884,1,1,4
64,250684,86438,0.345,14,1,396561,2,0,0
19,477749,208643,0.437,5,2,950803,3,1,4
49,304249,18736,0.062,10,0,417528,4,0,0
64,457213,238367,0.521,7,2,967713,5,1,2
59,459072,57685,0.126,27,2,519794,5,1,2
42,232848,92995,0.399,19,2,978442,2,0,3
51,447762,71219,0.159,23,2,976063,1,1,3
19,222517,17869,0.08,7,0,906261,5,1,1
29,168347,25191,0.15,21,2,445008,1,1,4
42,152855,83649,0.547,10,1,662342,1,1,3
24,395796,230010,0.581,6,0,265080,0,1,2
42,317331,71935,0.227,9,0,941692,5,1,0
54,394884,37286,0.094,30,1,172121,5,1,1
59,161636,70533,0.436,23,2,586623,4,1,3
27,124931,69975,0.56,15,0,166826,2,1,3
46,68068,21560,0.317,18,2,327296,4,1,3
44,396024,123440,0.312,21,1,732275,4,1,2
19,234867,101791,0.433,23,0,764452,5,1,2
41,421931,223605,0.53,11,2,351156,5,1,3
38,24718,10950,0.443,26,2,354448,3,1,4
35,139804,49782,0.356,23,2,627314,5,1,4
28,453413,134110,0.296,9,1,731705,5,1,2
62,29868,10498,0.351,4,0,888557,5,1,0
36,353246,156425,0.443,13,2,519521,0,1,4
20,186234,81587,0.438,7,0,189576,5,1,1
48,236007,132446,0.561,18,0,802542,0,0,1
36,310674,5893,0.019,10,0,813317,0,1,1
23,64741,18164,0.281,4,1,59175,2,1,3
26,315690,139547,0.442,20,2,154342,1,1,4
52,412886,198666,0.481,1,1,711865,1,1,0
46,129718,20395,0.157,6,0,109009,5,1,0
59,74040,36305,0.49,7,1,607398,3,1,1
60,95764,14218,0.148,19,1,215555,5,1,1
64,417771,51095,0.122,20,2,103748,3,1,2
59,161305,8088,0.05,15,1,838665,3,1,1
20,232886,91392,0.392,28,1,677548,3,1,3
41,346418,149458,0.431,8,1,693799,5,1,2
31,246286,109636,0.445,12,1,468747,2,1,3
50,133388,72957,0.547,16,1,412683,0,0,1
20,436191,24449,0.056,20,1,805891,3,1,3
53,391478,65140,0.166,19,1,444266,1,0,1
63,227267,97305,0.428,16,0,827159,1,1,1
32,131489,18303,0.139,19,2,315592,1,1,4
59,158863,5485,0.035,25,1,262481,4,1,1
37,21471,11727,0.546,27,0,771567,1,1,2
23,287808,93859,0.326,24,1,398595,1,1,3
28,114754,55598,0.484,10,2,617801,4,1,4
33,498019,61955,0.124,28,1,361035,3,0,1
33,296341,79923,0.27,2,2,997879,4,1,2
61,118172,23515,0.199,10,0,808459,0,0,0
36,314688,90263,0.287,18,1,293270,1,1,2
59,254477,72967,0.287,25,1,806878,3,1,1
60,438706,174083,0.397,11,1,569390,0,1,1
41,106070,39968,0.377,8,1,368675,1,0,1
44,449940,115847,0.257,18,1,664059,1,0,2
41,426705,55557,0.13,5,2,580727,4,1,2
18,185584,81711,0.44,23,1,525049,2,0,3
24,310577,77715,0.25,2,1,856412,4,1,1
44,491563,176064,0.358,14,1,600296,5,1,1
36,276146,20958,0.076,29,2,727979,0,1,4
49,282483,115083,0.407,1,0,855692,5,1,0
58,383939,67977,0.177,22,1,524840,3,1,1
31,20860,5290,0.254,18,0,399086,5,1,1
62,87296,16274,0.186,5,0,208774,1,1,0
59,210808,57996,0.275,16,0,292150,2,1,0
31,23447,10584,0.451,21,1,566408,1,1,4
52,287479,161850,0.563,22,1,282701,4,1,1
19,40575,12312,0.303,28,0,4616,4,1,1
47,153662,35870,0.233,18,2,575497,0,0,3
52,262122,149843,0.572,9,2,242220,4,1,2
28,40936,22905,0.56,27,0,450488,3,1,2
30,352442,105057,0.298,29,0,595605,0,1,2
36,222021,130022,0.586,29,2,502158,5,1,3
46,482584,73147,0.152,2,0,43042,5,0,0
64,404369,73882,0.183,23,0,4200,3,0,0
22,294582,69344,0.235,1,1,120127,4,1,1
45,219791,36354,0.165,14,0,210883,1,1,1
50,131568,54178,0.412,10,0,474694,0,1,0
58,88483,48275,0.546,26,2,381322,4,1,3
18,165713,79499,0.48,4,0,313051,3,1,1
53,113435,20658,0.182,28,0,588205,3,1,0
49,218822,13000,0.059,11,1,979908,5,1,1
30,475279,153694,0.323,15,2,266978,5,1,4
24,366308,145921,0.398,29,1,958086,2,1,4
40,119427,50289,0.421,30,0,362691,5,1,1
51,371004,6706,0.018,10,2,591436,1,0,2
49,356725,161371,0.452,16,1,696136,3,0,1
54,471180,53215,0.113,8,2,90162,0,1,2
42,58829,18532,0.315,23,1,651336,0,1,3
18,366048,149295,0.408,18,2,685621,0,0,4
53,97240,51088,0.525,22,1,715123,1,1,2
48,116608,54375,0.466,11,1,364226,4,0,1
31,105643,39291,0.372,26,0,193607,0,1,2
58,237507,24005,0.101,18,1,780004,0,1,1
60,247243,136777,0.553,23,1,904654,4,0,1
44,481071,65216,0.136,4,1,262353,2,1,2
48,351642,149100,0.424,2,2,152975,5,0,1
30,281056,132215,0.47,4,0,249937,0,1,1
23,291312,73109,0.251,30,1,953555,5,1,3
52,171023,75911,0.444,10,2,739427,0,0,2
46,234798,102969,0.439,16,0,46408,2,0,1
54,363521,96118,0.264,17,2,26505,5,1,2
51,167784,73193,0.436,18,2,350036,0,1,4
29,243656,143654,0.59,2,0,398723,3,1,0
64,26242,14521,0.553,13,1,654302,3,1,1
61,170641,66947,0.392,24,0,322081,5,0,0
32,177438,84504,0.476,19,1,141448,2,1,4
21,61684,35711,0.579,2,2,155642,4,1,3
54,470738,36391,0.077,13,0,380215,5,1,0
49,345140,6283,0.018,9,2,334322,5,0,2
47,398973,169575,0.425,28,2,670288,0,0,4
63,442662,103975,0.235,29,0,984670,0,1,0
42,417117,118094,0.283,12,2,87597,2,1,4
25,386704,150213,0.388,11,1,636260,5,0,1
63,121483,37668,0.31,4,2,226218,3,1,1
49,243957,35375,0.145,29,0,903044,5,1,0
19,60664,24509,0.404,16,1,976463,2,0,3
22,188501,108170,0.574,6,2,734061,1,1,4
55,140759,75148,0.534,14,0,978058,0,1,0
19,304160,149320,0.491,25,0,620832,5,1,2
53,199348,63451,0.318,4,1,167086,0,1,1
29,475486,165236,0.348,10,1,770629,3,0,1
57,295634,11044,0.037,10,1,552132,4,1,0
64,72232,40228,0.557,14,1,824125,5,1,1
51,37060,18232,0.492,10,1,690641,0,1,1
54,389750,205937,0.528,17,2,754719,4,1,3
56,196221,84369,0.43,23,1,166852,4,0,1
44,390257,31199,0.08,9,1,990991,5,0,0
23,276738,95640,0.346,13,1,584827,0,1,3
58,158703,15884,0.1,15,0,363321,3,0,0
52,432067,66816,0.155,15,1,986999,0,0,1
25,334664,180017,0.538,11,0,654318,2,1,2
59,208151,57900,0.278,24,2,569398,0,0,2
65,354374,75542,0.213,23,1,435644,3,1,1
60,286629,71771,0.25,27,0,97519,0,1,0
42,490908,92599,0.189,29,0,677159,2,1,1
38,394041,180311,0.458,24,0,434159,3,1,1
34,328904,11476,0.035,9,1,98138,1,1,3
60,48439,8400,0.173,25,1,915850,2,0,1
41,438596,64853,0.148,28,2,842594,0,0,3
44,321035,141002,0.439,23,1,762435,1,1,3
43,120434,28593,0.237,28,0,936388,2,1,1
58,387215,219489,0.567,27,0,406798,5,0,0
58,212259,89724,0.423,21,2,499348,3,0,2
24,122318,8505,0.07,7,1,931922,3,1,2
37,435419,98566,0.226,11,0,216382,5,0,0
52,303074,84029,0.277,4,2,267868,2,1,2
35,276462,130762,0.473,17,0,873373,2,1,3
57,427851,210150,0.491,27,2,424558,0,1,4
61,95952,24171,0.252,19,1,448929,0,1,2
18,222345,70499,0.317,23,2,254334,4,0,3
63,380675,116473,0.306,9,1,750273,1,1,1
25,68481,14121,0.206,5,0,259005,3,1,1
21,361373,39600,0.11,20,2,518298,0,0,4
51,31358,10807,0.345,11,2,52268,1,1,2
38,108104,33106,0.306,22,0,493467,2,0,1
32,449640,59034,0.131,27,1,79372,2,0,2
58,154706,54366,0.351,1,2,20856,3,1,0
25,365270,79137,0.217,14,0,560707,1,1,1
47,307802,28267,0.092,23,1,722413,3,1,2
29,143892,58416,0.406,8,0,583336,4,0,0
43,26258,11807,0.45,23,2,37606,3,1,4
35,355823,94628,0.266,11,1,775245,3,1,2
57,460104,226126,0.491,19,0,887673,4,1,0
35,147280,26775,0.182,10,1,428963,5,1,2
59,326230,150352,0.461,3,0,161825,0,1,0
21,114971,33077,0.288,28,0,901642,1,1,2
28,399915,195588,0.489,11,2,865356,3,1,4
19,289565,110351,0.381,22,2,452044,4,1,4
43,65562,33234,0.507,11,0,408545,2,1,1
54,452973,260644,0.575,19,0,593684,1,1,1
47,463150,131658,0.284,17,0,287674,0,0,0
33,87186,45653,0.524,8,1,257426,0,1,3
65,276653,30551,0.11,24,0,933875,2,0,0
21,406492,14305,0.035,14,0,265891,0,1,2
57,462665,226485,0.49,18,0,203125,0,1,1
52,270765,125717,0.464,21,0,797311,3,1,0
49,183048,26574,0.145,13,0,33430,3,0,0
43,381116,98276,0.258,6,0,65696,5,0,0
33,395716,7918,0.02,4,1,540987,4,1,1
47,126815,59285,0.467,23,1,539910,1,0,3
50,194311,65891,0.339,23,2,641583,4,1,2
43,242566,52358,0.216,26,2,241943,4,1,3
37,43848,23001,0.525,6,1,854393,0,0,2
42,254024,21552,0.085,3,2,233901,0,0,1
50,462126,19679,0.043,30,1,831331,1,0,1
32,430277,112046,0.26,20,1,231042,4,1,3
52,182348,95133,0.522,19,1,423817,5,1,1
20,459528,47852,0.104,4,2,868089,4,1,3
46,22631,11345,0.501,1,2,392467,4,0,1
38,497312,272506,0.548,2,2,660959,4,1,2
18,299405,124173,0.415,17,1,944256,4,0,3
53,72680,23792,0.327,29,1,315244,4,1,1
23,139571,66580,0.477,9,2,675918,5,1,4
28,339093,173001,0.51,30,2,917790,2,1,4
45,302873,90647,0.299,7,0,927613,4,1,0
18,178532,43474,0.244,2,0,480209,5,1,0
44,432405,238456,0.551,15,0,961229,2,0,1
20,32236,7392,0.229,18,0,131238,4,1,1
59,119203,40016,0.336,21,2,142841,3,1,2
21,252508,111459,0.441,9,2,829431,4,1,4
43,496553,29272,0.059,20,0,841280,3,0,0
64,179920,101277,0.563,5,1,172692,0,1,1
52,168750,48051,0.285,30,0,810592,3,1,0
47,235833,56556,0.24,11,0,698142,4,1,0
26,363937,201002,0.552,27,1,940716,2,1,4
48,304595,60352,0.198,10,0,970358,0,0,0
38,300916,164135,0.545,17,1,181924,1,1,3
27,194830,85325,0.438,19,0,274518,1,1,3
41,63163,27820,0.44,21,0,236929,4,0,0
45,435886,29320,0.067,11,1,55330,3,1,1
58,126818,14703,0.116,26,2,487928,0,1,3
65,76436,26845,0.351,18,2,534497,4,0,1
59,135763,11876,0.087,9,2,644213,2,0,2
40,237296,92332,0.389,7,1,555084,1,0,1
36,24902,8188,0.329,4,2,261566,4,1,3
57,296111,118312,0.4,25,1,603896,1,1,2
57,267557,54483,0.204,19,0,562167,1,1,0
33,405969,12426,0.031,16,1,796479,0,1,3
28,206342,16353,0.079,25,0,952473,3,1,1
45,316065,140233,0.444,16,0,811414,4,1,1
20,476323,78137,0.164,28,1,856770,2,0,3
58,473299,55123,0.116,5,0,959789,0,1,0
43,458345,9002,0.02,29,1,765124,2,0,2
61,37352,7033,0.188,4,1,549631,5,1,0
54,115011,5868,0.051,11,2,454657,5,1,2
61,21903,7576,0.346,4,1,348678,5,1,0
42,88309,48050,0.544,10,1,320480,0,1,3
47,341373,70679,0.207,9,0,812130,3,1,0
37,128768,12203,0.095,29,0,880957,3,1,1
30,75639,34735,0.459,14,1,802171,5,0,1
56,239864,29307,0.122,13,2,100924,0,0,1
58,295731,6195,0.021,16,0,902414,1,1,0
47,27564,8637,0.313,18,2,93695,2,1,4
21,294712,98539,0.334,4,0,824747,3,1,1
64,442552,99957,0.226,9,0,564159,5,1,0
25,493174,46474,0.094,12,0,117982,4,1,1
30,279463,59822,0.214,5,0,710660,3,0,0
39,275053,103834,0.378,13,2,313155,0,1,3
46,128262,36461,0.284,24,0,91897,5,0,0
39,340996,113293,0.332,1,0,329857,5,1,0
58,279381,121338,0.434,5,0,203877,1,0,0
42,211184,115734,0.548,5,0,521908,2,1,1
24,162411,37039,0.228,18,1,653312,3,0,2
21,223737,58003,0.259,22,0,958077,0,1,2
30,198164,88048,0.444,18,0,520069,0,1,2
54,317753,147211,0.463,6,2,443376,2,0,2
40,97538,12529,0.128,22,2,62525,0,0,3
36,471101,88247,0.187,19,2,815539,4,0,3
50,104388,52422,0.502,29,1,516224,0,0,1
51,172473,26539,0.154,3,2,987728,1,0,0
54,387411,63954,0.165,28,1,167831,3,0,0
19,481784,245381,0.509,30,0,503771,1,1,3
50,56091,12120,0.216,20,0,176549,2,0,0
35,116726,8709,0.075,19,2,588194,3,1,4
58,111087,23900,0.215,29,1,877036,2,1,1
46,100748,19323,0.192,7,1,72884,3,0,1
65,107943,47495,0.44,14,2,977882,3,0,1
62,236852,137139,0.579,18,1,676776,4,0,0
54,51411,20319,0.395,13,0,858379,2,1,0
54,38899,6739,0.173,21,2,582140,2,0,2
32,20678,6283,0.304,17,1,664458,3,0,2
44,360907,75442,0.209,27,0,309351,3,1,1
38,37442,22071,0.589,10,2,128934,0,1,4
32,63604,15356,0.241,10,1,526779,0,1,2
56,275178,68849,0.25,11,1,370059,0,0,0
53,138160,13432,0.097,21,2,518372,4,1,2
18,403195,133081,0.33,17,0,146451,4,1,1
56,348812,56628,0.162,15,2,263088,0,0,2
28,483920,168726,0.349,19,0,464042,5,0,0
26,398884,230490,0.578,24,0,188603,4,0,1
64,115597,58404,0.505,16,0,674451,5,1,0
39,294663,13351,0.045,24,0,319692,2,1,1
18,452233,44253,0.098,26,1,86967,4,1,3
43,83281,21035,0.253,20,2,238913,4,1,3
35,440472,146527,0.333,1,2,808054,4,1,2
65,20617,9492,0.46,10,1,637309,5,1,1
52,305158,75509,0.247,7,2,440333,3,0,1
54,370779,55218,0.149,1,2,954988,4,1,0
49,352178,114734,0.326,20,2,679839,5,0,3
59,394388,22259,0.056,15,1,849106,5,1,1
45,439283,73708,0.168,7,2,958070,0,0,2
37,64511,9206,0.143,25,0,56057,1,1,1
41,279246,165344,0.592,7,0,638457,5,1,0
56,418754,49237,0.118,30,0,977154,5,1,0
53,83001,22668,0.273,27,0,674608,5,1,0
32,111392,36628,0.329,16,1,418428,5,1,3
61,130986,6280,0.048,25,1,145219,0,0,1
24,161845,22881,0.141,29,0,59593,3,1,1
57,167227,73596,0.44,2,1,974490,4,1,0
65,361885,49690,0.137,9,1,167261,1,0,0
20,361012,198101,0.549,15,2,346473,0,1,4
53,299369,107891,0.36,25,0,150362,0,1,0
38,339311,160750,0.474,23,1,656431,0,1,3
23,416846,70763,0.17,15,1,865976,4,1,3
39,218812,122391,0.559,11,2,601518,2,0,3
47,182282,30410,0.167,24,0,946532,4,1,1
61,249071,44007,0.177,2,2,965215,1,1,1
43,206293,82099,0.398,17,1,877232,1,1,3
56,119464,57762,0.484,9,0,444371,3,1,0
40,390553,32757,0.084,9,1,912658,5,1,1
44,128502,35569,0.277,15,2,625447,4,1,3
44,300202,171232,0.57,7,2,768568,1,1,4
41,315628,91780,0.291,21,0,292228,2,0,1
62,433830,206641,0.476,3,2,8157,1,0,1
46,149417,54178,0.363,19,0,766505,4,1,0
32,149044,68196,0.458,19,0,515593,0,1,2
38,239798,37947,0.158,29,1,342542,5,1,2
43,55860,10527,0.188,7,0,875817,1,1,1
58,274200,6144,0.022,3,2,650511,3,1,0
47,479758,213098,0.444,5,0,241687,5,1,0
45,108966,49844,0.457,22,1,620222,4,1,2
22,468668,136123,0.29,19,2,936709,3,1,4
49,106492,15670,0.147,22,2,616764,5,1,3
37,335244,128569,0.384,24,2,682542,2,0,3
38,169239,30443,0.18,1,0,115155,0,0,0
35,344502,92825,0.269,17,1,439421,0,1,3
48,446797,82674,0.185,13,0,834882,4,0,0
22,47551,27616,0.581,13,0,688484,3,0,0
22,200286,72115,0.36,15,1,725772,2,1,3
34,410206,185040,0.451,25,0,625971,1,1,3
62,108683,22453,0.207,13,0,820392,5,0,0
21,152955,21651,0.142,24,0,95981,0,1,2
52,116765,34101,0.292,20,1,220075,1,1,2
47,188307,89895,0.477,4,2,522005,0,0,3
35,144272,12791,0.089,24,1,72306,5,1,3
23,212459,45755,0.215,30,2,424574,2,0,4
26,31908,13051,0.409,8,0,586004,0,1,2
37,493017,220796,0.448,13,1,491340,2,1,3
20,417241,229763,0.551,1,1,824356,4,1,1
30,159722,53826,0.337,6,2,657816,4,1,3
31,320885,70121,0.219,27,0,755710,5,0,0
60,245209,91549,0.373,26,0,2639,0,1,0
63,217013,121817,0.561,21,2,932849,5,1,3
26,433073,200340,0.463,27,0,758653,0,1,3
58,68998,24048,0.349,10,0,189692,1,1,0
45,353975,177220,0.501,4,1,800978,4,0,1
50,238626,12293,0.052,17,2,417572,5,1,2
36,74669,22602,0.303,19,0,828116,0,0,1
23,310274,35415,0.114,9,2,115458,4,1,4
31,256388,115930,0.452,5,0,770643,3,1,1
61,290353,58482,0.201,22,2,673436,2,1,3
21,471698,94484,0.2,27,2,799137,3,1,4
55,178070,17821,0.1,3,1,19133,1,1,0
26,54173,31462,0.581,12,2,35495,0,0,4
23,135625,6755,0.05,21,2,71352,0,1,4
52,358903,117133,0.326,7,0,760164,4,1,0
40,68443,12766,0.187,4,1,243818,2,1,2
26,438343,172115,0.393,17,2,502926,2,1,4
62,397908,145435,0.365,27,0,830553,0,1,0
42,326803,37137,0.114,22,2,9554,0,0,3
41,417950,116175,0.278,2,2,704952,1,1,2
45,446797,164989,0.369,7,2,137715,5,1,3
29,212830,86254,0.405,5,0,284316,2,1,2
61,289969,101774,0.351,23,0,987130,5,1,0
26,343254,133667,0.389,9,1,539610,1,1,3
27,343769,60504,0.176,19,2,507823,5,1,4
56,159585,73274,0.459,9,1,296748,0,1,1
31,197887,9720,0.049,22,0,484356,5,1,1
47,174970,28449,0.163,18,0,458710,3,1,0
21,176520,87754,0.497,29,1,658346,5,1,3
58,402238,123156,0.306,9,0,993192,3,1,0
61,439135,158972,0.362,19,2,854382,1,1,3
43,385570,141065,0.366,5,0,179453,3,0,0
33,78724,7175,0.091,6,1,679644,2,0,2
53,300570,166255,0.553,11,2,661334,4,0,1
20,74497,41764,0.561,3,2,315206,2,1,4
37,367435,84220,0.229,29,2,774112,5,1,3
52,385437,68818,0.179,22,1,757044,1,1,1
52,46222,24095,0.521,24,0,982633,2,1,1
43,387260,230863,0.596,12,1,627844,0,0,2
53,156268,64600,0.413,13,0,210489,1,0,0
42,127041,75795,0.597,19,1,818025,5,0,1
43,259438,58165,0.224,24,2,793391,3,1,3
41,52252,31104,0.595,8,1,137679,5,0,1
29,338680,84584,0.25,7,2,691298,0,1,4
37,384554,195790,0.509,26,1,260474,4,1,3
60,453356,92448,0.204,23,2,92334,0,1,3
47,233214,93873,0.403,29,0,291734,5,1,1
20,439154,81479,0.186,19,1,317744,4,0,2
33,261636,80475,0.308,3,2,328417,4,1,2
55,24418,14396,0.59,3,2,562881,2,1,1
56,445205,103548,0.233,6,2,522962,3,0,0
65,259459,84364,0.325,23,0,328574,1,1,0
60,207388,80501,0.388,18,0,687589,4,1,0
33,66116,20375,0.308,30,2,985433,2,1,4
58,332285,90600,0.273,9,2,453604,5,1,2
35,431723,197758,0.458,28,0,78399,5,1,2
28,160469,34655,0.216,22,2,305783,0,0,4
53,498805,154980,0.311,22,2,931107,3,1,2
59,42687,9625,0.225,6,0,369953,0,0,0
60,347290,63133,0.182,23,0,907388,1,1,0
57,176150,70708,0.401,23,1,617932,4,1,1
43,406934,19245,0.047,5,2,459012,0,0,3
45,196405,64484,0.328,3,2,882815,3,1,1
54,257134,145795,0.567,9,2,867606,2,1,3
35,163088,53183,0.326,9,1,501316,5,1,2
38,334291,116319,0.348,24,1,5156,2,1,3
23,331449,145725,0.44,29,2,285212,3,1,4
27,432291,94589,0.219,30,2,234245,1,0,4
25,36347,7492,0.206,1,1,844882,1,1,1
24,384798,81418,0.212,17,0,128391,3,0,0
49,20714,11897,0.574,16,0,244539,4,1,1
57,74588,17031,0.228,16,2,234676,3,0,1
56,459530,89727,0.195,5,0,293290,4,1,0
28,239570,137273,0.573,28,1,246404,4,1,3
42,483072,46456,0.096,1,0,632672,5,1,0
32,201775,40215,0.199,13,1,626901,4,1,2
58,185556,97995,0.528,10,2,769396,0,1,3
38,59794,34237,0.573,15,2,495498,5,0,3
58,482126,142845,0.296,30,0,55443,1,0,0
18,22770,10180,0.447,13,2,760343,2,1,4
23,296532,87570,0.295,15,0,952697,2,1,2
52,41786,21944,0.525,30,0,207815,3,1,0
51,288988,54864,0.19,1,0,744227,5,1,0
65,438346,162788,0.371,18,1,281206,4,1,1
51,226796,41806,0.184,13,1,594173,2,1,1
56,127889,53544,0.419,1,2,357531,0,1,2
61,305395,29238,0.096,13,1,618580,1,1,1
23,98437,15888,0.161,20,0,175325,4,1,1
55,443217,234179,0.528,13,2,851554,5,0,1
32,129756,60544,0.467,26,0,212473,1,1,2
39,121351,51260,0.422,21,2,702022,1,1,4
32,52492,28507,0.543,10,0,858095,1,1,2
28,422137,122248,0.29,30,0,790698,1,0,1
33,306757,70266,0.229,25,0,316882,1,0,1
46,97263,51689,0.531,6,0,61804,4,0,0
29,408976,212109,0.519,7,2,277883,5,0,3
21,153876,53904,0.35,5,1,457582,3,1,2
59,138222,36586,0.265,18,1,823818,1,1,1
30,466328,119235,0.256,13,2,849924,1,1,4
50,447189,211120,0.472,16,2,74158,1,1,3
29,80461,23658,0.294,4,1,738543,3,0,1
30,309762,32916,0.106,25,1,868488,3,1,3
44,177868,14345,0.081,15,2,123448,0,0,3
55,154802,16684,0.108,11,1,446681,3,1,0
57,285870,137915,0.482,18,0,720820,2,1,1
41,225908,67118,0.297,7,0,818582,2,0,0
18,234650,32560,0.139,25,2,208758,3,1,4
18,277589,132441,0.477,8,1,913063,1,0,2
27,134647,5783,0.043,11,2,729451,3,1,3
27,213020,102580,0.482,18,0,516076,4,0,1
49,232135,10722,0.046,27,2,394057,3,1,3
24,318613,65576,0.206,21,1,566519,5,1,3
48,82372,40324,0.49,11,0,157247,3,0,0
19,285945,143485,0.502,12,1,469608,4,0,2
47,45784,21686,0.474,14,2,253940,1,1,4
44,173136,98422,0.568,23,2,699229,2,0,4
30,45391,20755,0.457,17,0,160412,5,1,2
39,201379,112596,0.559,2,2,754660,3,1,2
63,36737,7318,0.199,8,2,821719,3,1,2
29,117170,21846,0.186,25,1,784108,4,1,3
51,174630,65123,0.373,23,0,59172,3,1,0
40,298963,97013,0.324,20,2,299841,4,1,3
32,182103,76349,0.419,29,1,394710,3,1,3
59,151356,53083,0.351,28,2,663851,4,1,2
59,186373,37692,0.202,20,1,662955,4,1,1
63,35451,5104,0.144,15,2,673265,2,0,2
22,254686,76726,0.301,15,2,422905,4,1,4
53,54844,18962,0.346,21,1,308820,1,1,1
64,43968,16856,0.383,3,0,124458,1,1,0
51,331844,19432,0.059,17,1,256039,1,1,1
58,49347,26249,0.532,19,1,481712,2,0,1
63,236306,9406,0.04,18,2,455563,0,0,2
41,465965,223481,0.48,24,0,344629,3,0,0
22,96695,39494,0.408,15,1,621931,0,0,3
63,120369,32921,0.274,6,0,197658,0,0,0
42,31367,10963,0.35,12,1,552856,0,1,2
45,346523,140210,0.405,30,0,204301,2,1,2
35,297349,140700,0.473,25,2,824527,4,0,4
22,488810,97060,0.199,30,0,278828,2,1,2
28,350762,77610,0.221,19,1,502080,3,1,3
31,399458,188987,0.473,13,1,28831,5,1,3
27,309094,130456,0.422,12,0,330606,5,1,1
61,322130,28409,0.088,30,1,604275,0,1,1
34,232196,25931,0.112,15,2,170350,1,0,4
65,475991,114865,0.241,24,1,966707,2,0,1
30,457041,79514,0.174,12,0,550903,5,1,1
52,185952,89130,0.479,4,1,59430,0,1,1
18,157415,20797,0.132,2,0,172195,0,1,0
54,151177,24476,0.162,20,1,173184,2,1,2
51,85744,24700,0.288,2,0,571882,2,1,0
43,62412,11645,0.187,26,0,139258,4,1,1
28,262330,77726,0.296,1,0,58277,3,1,0
46,126017,28557,0.227,16,1,209087,4,0,1
34,397874,213234,0.536,2,1,986541,5,1,1
24,166977,6591,0.039,19,0,343833,0,1,2
41,112526,20380,0.181,28,1,513113,3,1,2
27,176555,76264,0.432,22,1,455612,0,0,3
57,345705,28625,0.083,18,1,543846,5,0,0
60,204658,49420,0.241,30,1,586343,1,1,2
46,258016,7221,0.028,2,2,808067,3,1,1
53,173450,40084,0.231,27,1,899689,4,1,1
21,481958,250196,0.519,9,2,206928,2,1,4
18,221115,60610,0.274,22,0,679049,2,1,2
30,271628,43567,0.16,18,1,483645,2,0,2
40,331050,196820,0.595,8,0,7223,5,1,0
52,420586,187822,0.447,18,0,798454,0,1,1
65,72692,32432,0.446,8,2,498530,2,1,3
47,37447,8111,0.217,5,1,117949,1,1,2
53,261538,94000,0.359,16,0,235823,0,1,0
35,455563,266882,0.586,14,2,606660,0,1,4
19,302447,77853,0.257,1,2,778229,5,0,1
65,39856,21908,0.55,7,2,231746,4,1,2
32,368496,127155,0.345,23,1,928156,3,0,1
30,383539,46617,0.122,17,2,26025,4,1,4
47,461934,162883,0.353,17,1,93605,1,1,3
28,213537,115808,0.542,25,0,536286,4,1,2
22,210660,124287,0.59,16,1,193470,1,1,4
48,36734,13840,0.377,5,1,909736,3,1,1
43,32464,15782,0.486,29,1,239246,3,0,1
64,251910,103392,0.41,22,1,247701,5,1,1
